INSERT INTO SPETTATORE (NOME, COGNOME, DATA_DI_NASCITA) VALUES
('Thomas', 'Harris', '1917-04-20'),
('James', 'Harris', '1909-10-05'),
('Diana', 'Moore', '1920-03-07'),
('Robert', 'Walker', '1968-12-01'),
('Edwin', 'Allen', '1936-01-05'),
('Lauren', 'Torres', '1973-01-22'),
('Michael', 'Stein', '1928-10-17'),
('David', 'Webb', '1960-11-09'),
('Maria', 'Mcguire', '1928-06-22'),
('Jennifer', 'Harper', '1988-04-14'),
('Andrew', 'Cooke', '1920-11-28'),
('Justin', 'Cantrell', '1911-06-27'),
('Christopher', 'Holmes', '1992-06-28'),
('Jerry', 'Mclaughlin', '1994-06-29'),
('Timothy', 'Torres', '1989-12-31'),
('Susan', 'Bailey', '1927-12-27'),
('Joseph', 'Collins', '1973-07-06'),
('Shawn', 'Anderson', '1994-07-25'),
('Lindsay', 'Poole', '1936-01-13'),
('Whitney', 'Freeman', '1938-03-29'),
('Susan', 'Banks', '1929-11-25'),
('Adam', 'Myers', '1920-12-08'),
('Jean', 'Thomas', '1971-08-16'),
('Richard', 'Obrien', '1987-08-02'),
('Terri', 'Drake', '1974-06-11'),
('Kenneth', 'Wood', '1993-09-04'),
('Brian', 'Schmidt', '1938-10-14'),
('Steven', 'Pruitt', '1954-10-13'),
('James', 'Trujillo', '1982-03-25'),
('Brooke', 'Marshall', '1942-10-26'),
('Marie', 'Gilbert', '1994-02-11'),
('Amy', 'Ferguson', '1977-03-03'),
('Bruce', 'Hawkins', '1973-04-03'),
('Ashley', 'Baker', '1993-01-17'),
('Jacob', 'Carter', '2001-10-02'),
('Cindy', 'Walker', '1957-12-17'),
('Janet', 'Medina', '1910-12-30'),
('Stephen', 'Schroeder', '1910-01-15'),
('Elizabeth', 'Patton', '1996-12-09'),
('Lisa', 'Rogers', '1919-01-31'),
('Raymond', 'Rojas', '1913-08-14'),
('Brian', 'Hinton', '1960-05-17'),
('Christine', 'Smith', '1974-06-20'),
('Veronica', 'Taylor', '1938-04-22'),
('Edward', 'Morris', '1984-07-01'),
('Richard', 'Pruitt', '1981-03-03'),
('Ryan', 'Lowery', '1985-05-06'),
('Kayla', 'Kelly', '1943-08-24'),
('Charlene', 'Rodriguez', '1978-08-02'),
('Theresa', 'Wilson', '1920-10-06'),
('Rebecca', 'Chan', '1999-11-03'),
('Alec', 'Jones', '1971-03-02'),
('Samantha', 'Clark', '1911-03-04'),
('Angela', 'Shelton', '2002-08-05'),
('Lisa', 'Levy', '1917-04-16'),
('Tom', 'Maynard', '1994-07-09'),
('Dean', 'Ford', '1972-06-23'),
('Sean', 'Allen', '1991-09-26'),
('Alejandro', 'Faulkner', '1913-03-13'),
('Marie', 'Durham', '1987-02-13'),
('Donald', 'Zimmerman', '1926-02-16'),
('Larry', 'Ayala', '1939-10-21'),
('Timothy', 'Thomas', '2005-04-13'),
('John', 'Calhoun', '1938-11-09'),
('Ryan', 'Haley', '1984-09-23'),
('Betty', 'Cohen', '1996-01-31'),
('Christina', 'Briggs', '1928-03-15'),
('Linda', 'Cole', '1913-02-07'),
('Lisa', 'George', '1998-05-21'),
('Stephen', 'Conrad', '1966-11-01'),
('Doris', 'Evans', '1949-11-05'),
('Caleb', 'Smith', '1919-05-21'),
('Jennifer', 'Miller', '1918-10-23'),
('Lori', 'Kane', '1937-09-24'),
('Mario', 'Elliott', '1985-01-21'),
('Nancy', 'Johnson', '1984-08-06'),
('Frederick', 'Anthony', '1991-11-21'),
('Garrett', 'Anderson', '1945-02-13'),
('Gary', 'Hopkins', '1995-08-23'),
('Erica', 'Taylor', '1983-02-15'),
('Heidi', 'Pacheco', '1996-07-11'),
('Bryan', 'Robinson', '1992-04-01'),
('Scott', 'Cruz', '1954-03-19'),
('Christine', 'Stanley', '1952-04-10'),
('Derrick', 'Hinton', '1926-12-10'),
('Catherine', 'Rios', '1932-03-25'),
('Jeffrey', 'Sharp', '1985-03-01'),
('Patricia', 'Mullins', '1912-05-19'),
('Jennifer', 'Carrillo', '1959-08-14'),
('Kelly', 'Hale', '1959-10-29'),
('Michael', 'Valdez', '1990-10-22'),
('Daniel', 'Ward', '1991-04-17'),
('Elizabeth', 'Moore', '1908-09-03'),
('Jessica', 'Smith', '1914-01-02'),
('Lorraine', 'Sanders', '1925-01-08'),
('Miranda', 'Walker', '1944-02-23'),
('Paul', 'Schroeder', '1966-01-04'),
('Douglas', 'White', '1993-02-07'),
('Brandon', 'Stephens', '1993-01-08'),
('Jennifer', 'Rodriguez', '1982-04-12'),
('David', 'Stone', '1979-04-19'),
('Michael', 'Stein', '1911-10-02'),
('Emily', 'Williams', '1960-11-02'),
('Amy', 'Johnson', '1956-04-24'),
('Darlene', 'Garza', '1923-10-30'),
('Paul', 'Kelly', '1949-08-13'),
('Rachel', 'Bryant', '1934-01-07'),
('Christopher', 'Cunningham', '1921-08-18'),
('James', 'Martinez', '1954-06-17'),
('Richard', 'Herrera', '1997-10-28'),
('Jose', 'Todd', '1990-10-15'),
('Jane', 'Boyd', '1997-07-09'),
('Mary', 'Robinson', '1931-02-01'),
('Victor', 'Savage', '1980-10-26'),
('Brittney', 'Ortega', '1921-07-05'),
('Rebecca', 'Rodriguez', '1927-08-24'),
('Derrick', 'Kerr', '1952-11-18'),
('Jose', 'Henderson', '1938-11-21'),
('Jorge', 'Barber', '1928-02-28'),
('David', 'Hunter', '1965-03-05'),
('Abigail', 'Lowery', '1996-08-09'),
('Daniel', 'Morales', '2000-07-16'),
('Kelly', 'Bailey', '1913-09-21'),
('Christine', 'Davenport', '1984-05-20'),
('Denise', 'Frank', '1935-05-31'),
('Robert', 'Kelly', '1944-09-28'),
('Anthony', 'Bush', '1995-01-20'),
('Christopher', 'Morgan', '1973-12-05'),
('Phillip', 'Blanchard', '1974-10-20'),
('Gary', 'Lowe', '1945-11-24'),
('Michelle', 'Bowman', '1912-12-01'),
('Ana', 'Mcguire', '1946-06-09'),
('Erica', 'Brown', '2001-02-26'),
('Jacob', 'Hernandez', '1953-11-04'),
('Joel', 'Ross', '1956-10-10'),
('Michael', 'Thompson', '1956-05-16'),
('Charles', 'Juarez', '1989-09-15'),
('Jeremy', 'Kirk', '1912-11-06'),
('Kimberly', 'Harmon', '1926-09-07'),
('Richard', 'Wilson', '1920-04-23'),
('John', 'Sullivan', '1919-04-17'),
('Summer', 'Byrd', '1958-05-12'),
('Jessica', 'Dennis', '1913-06-16'),
('Chelsea', 'Hicks', '1972-10-08'),
('Anna', 'Anderson', '1990-05-29'),
('Lori', 'Hooper', '1960-03-30'),
('Carla', 'Cole', '1908-08-13'),
('Ricardo', 'Robbins', '1947-10-05'),
('Stephanie', 'Benson', '1992-12-17'),
('Darrell', 'Martinez', '1922-09-12'),
('Eric', 'Manning', '1992-10-12'),
('Paul', 'Dixon', '1976-04-02'),
('Christopher', 'Patterson', '1914-09-30'),
('Charles', 'Webb', '1961-11-02'),
('Michael', 'Ward', '1983-07-21'),
('Brian', 'Carr', '2006-01-14'),
('Amanda', 'Vang', '1958-03-03'),
('Amanda', 'Gomez', '1961-04-15'),
('Meredith', 'Michael', '1921-07-31'),
('William', 'Tapia', '1939-11-11'),
('Edwin', 'Mayer', '1996-05-12'),
('Paul', 'Rice', '1925-11-03'),
('Tonya', 'Morales', '1991-04-23'),
('Gina', 'Cole', '1997-02-17'),
('Eric', 'Roberson', '1993-07-26'),
('Laurie', 'Sanchez', '1933-11-25'),
('James', 'Fuentes', '1981-08-06'),
('Veronica', 'Riley', '1996-01-15'),
('Cynthia', 'Sullivan', '2006-04-22'),
('Eric', 'Simmons', '1956-02-10'),
('Matthew', 'Vasquez', '1941-06-08'),
('Melanie', 'Saunders', '1990-08-05'),
('Amy', 'Marshall', '1937-01-04'),
('Angela', 'Anderson', '1972-08-30'),
('Madison', 'Stevens', '2005-08-27'),
('Jeff', 'Brown', '1956-05-28'),
('Mario', 'Smith', '1916-09-11'),
('Thomas', 'Bryant', '1985-09-28'),
('Eddie', 'Walker', '1936-01-23'),
('Mariah', 'Benson', '1995-02-02'),
('Chloe', 'Davis', '1982-05-24'),
('Christine', 'Cook', '1908-10-29'),
('Larry', 'Terry', '1991-04-07'),
('Jamie', 'Santana', '1974-01-25'),
('Bethany', 'Barajas', '1962-09-30'),
('Tonya', 'Johnston', '1995-12-23'),
('Abigail', 'Wise', '1909-02-05'),
('Eileen', 'Bell', '1923-03-24'),
('Denise', 'Smith', '1986-08-31'),
('Brittney', 'Choi', '1990-08-08'),
('Julian', 'Anderson', '1930-05-23'),
('Stephanie', 'Pearson', '1956-07-26'),
('David', 'Jones', '1985-09-15'),
('Thomas', 'Brown', '1983-10-15'),
('Natalie', 'Clark', '1935-02-20'),
('David', 'Hill', '1935-02-09'),
('Jeffery', 'Carter', '1992-01-09'),
('Vanessa', 'Coleman', '1960-01-02'),
('Jennifer', 'Larson', '1957-10-07'),
('William', 'Ramirez', '1940-06-04'),
('David', 'Herrera', '1934-07-21'),
('Roberto', 'Mccullough', '1945-01-05'),
('Nicholas', 'Cobb', '1963-06-18'),
('Matthew', 'Mccann', '1984-12-10'),
('Willie', 'Wood', '1912-12-07'),
('Jennifer', 'Webb', '1948-12-01'),
('Nicole', 'Frederick', '1939-04-01'),
('Robert', 'George', '1936-12-19'),
('Joyce', 'Clark', '1910-05-31'),
('Christine', 'Nguyen', '1960-09-09'),
('Joanna', 'Novak', '1995-02-19'),
('Nicole', 'Green', '1965-01-10'),
('Tyler', 'Brooks', '1910-09-19'),
('Dylan', 'Wilson', '1930-01-12'),
('Jerry', 'Smith', '2004-08-29'),
('Adam', 'Simmons', '1981-11-08'),
('Laura', 'Brown', '1920-03-07'),
('Alexander', 'King', '1966-08-14'),
('Leslie', 'Myers', '1929-06-15'),
('David', 'White', '1998-10-10'),
('Patrick', 'Orozco', '1939-12-16'),
('Nicole', 'Ramirez', '1974-04-14'),
('Robert', 'Kirby', '1974-05-19'),
('Edward', 'Allen', '1960-12-12'),
('Barbara', 'Thompson', '2002-08-09'),
('Charles', 'Hayden', '1981-01-15'),
('Jeremiah', 'Martin', '1975-10-17'),
('Misty', 'Smith', '1925-12-16'),
('Julia', 'Reyes', '1957-12-11'),
('Paul', 'Anderson', '1944-02-04'),
('Gregory', 'Brewer', '1946-06-26'),
('Patrick', 'Rogers', '1996-03-18'),
('Joshua', 'Werner', '1978-09-10'),
('John', 'Hunter', '1982-10-26'),
('Nathan', 'Silva', '1999-08-14'),
('Brian', 'Wilson', '1934-10-10'),
('Donald', 'Davidson', '1997-01-11'),
('Hannah', 'Kim', '1992-07-31'),
('Danielle', 'Arnold', '1997-10-18'),
('Theresa', 'Contreras', '2002-12-31'),
('Jason', 'Melton', '1995-02-18'),
('Tamara', 'Rios', '1981-06-20'),
('Brooke', 'Rush', '1915-05-28'),
('Carol', 'Washington', '1970-10-24'),
('Katie', 'White', '1975-09-28'),
('Amber', 'Schultz', '2003-07-06'),
('Natalie', 'Baker', '1971-01-09'),
('John', 'Simpson', '1998-06-08'),
('Christopher', 'Murphy', '1937-11-19'),
('Laura', 'Mcdaniel', '1911-05-22'),
('Dana', 'Cox', '1990-01-11'),
('Victor', 'Brewer', '1964-03-27'),
('Lisa', 'Buchanan', '1977-06-19'),
('Jason', 'Lloyd', '1977-09-21'),
('Steven', 'Roberts', '1962-08-15'),
('Daniel', 'Holden', '1917-08-11'),
('Ana', 'Blake', '1934-10-01'),
('Nicholas', 'Perry', '1941-02-12'),
('Kimberly', 'Atkins', '1961-09-06'),
('Craig', 'Davis', '1949-06-28'),
('Anthony', 'Davis', '1987-10-22'),
('Jenny', 'Mckee', '1946-04-21'),
('Sarah', 'Martin', '1974-07-25'),
('Todd', 'Dixon', '1946-01-14'),
('Darryl', 'Tapia', '1979-11-21'),
('Trevor', 'Ramirez', '1967-08-01'),
('Michael', 'Moore', '1947-01-25'),
('Kimberly', 'Barnes', '1951-03-09'),
('Christopher', 'Cuevas', '1992-06-15'),
('Nicole', 'Wilson', '1968-12-27'),
('Thomas', 'Schaefer', '1975-09-16'),
('James', 'Marshall', '1975-10-04'),
('Andrew', 'Willis', '1962-11-10'),
('Whitney', 'Doyle', '1914-11-23'),
('Susan', 'Davis', '1995-01-02'),
('Ariel', 'Cruz', '1986-09-18'),
('Tami', 'Gibson', '1966-02-15'),
('Melissa', 'Gibbs', '1936-01-16'),
('Kevin', 'Bentley', '1972-02-12'),
('Kurt', 'Miller', '1923-03-21'),
('Amy', 'Martinez', '1932-06-03'),
('Robin', 'Ford', '1968-09-26'),
('Cynthia', 'Thomas', '1963-05-14'),
('Timothy', 'Anderson', '1923-05-20'),
('Edward', 'Carney', '1972-10-14'),
('Tara', 'Dunn', '2006-02-28'),
('Jennifer', 'Johnson', '1981-01-18'),
('Deborah', 'Bush', '1987-11-24'),
('Michael', 'Evans', '1986-12-20'),
('Patricia', 'Torres', '1914-01-20'),
('Joshua', 'Smith', '1988-10-31'),
('Andrea', 'Reed', '1993-02-25'),
('Joseph', 'Taylor', '1955-04-08'),
('Valerie', 'Knight', '1979-07-02'),
('Caitlin', 'Williams', '1976-04-06'),
('Adam', 'Jones', '2003-04-08'),
('Summer', 'Terry', '1969-06-10'),
('David', 'Robinson', '1969-12-25'),
('Dylan', 'Bass', '1946-01-19'),
('Brian', 'James', '1957-09-14'),
('Lauren', 'Sanchez', '1916-02-21'),
('Tiffany', 'Chen', '1926-08-15'),
('Terri', 'Jacobs', '1963-12-05'),
('Raymond', 'Trujillo', '1993-04-20'),
('Carl', 'Preston', '1987-06-21'),
('Andrew', 'Klein', '1959-02-09'),
('Debra', 'Hunter', '1918-07-12'),
('Brian', 'Molina', '1964-10-22'),
('Jimmy', 'Diaz', '1962-06-17'),
('Evan', 'Cooper', '1935-06-30'),
('Julie', 'Juarez', '2000-03-26'),
('Amy', 'Thompson', '1975-01-24'),
('Patricia', 'Mason', '1992-04-27'),
('Adam', 'Campbell', '1952-11-29'),
('Hunter', 'Jones', '1970-05-29'),
('William', 'Shaw', '1988-06-14'),
('Robert', 'Park', '1969-07-30'),
('Kristy', 'Bray', '1976-09-01'),
('Charles', 'Mcclain', '1930-10-16'),
('William', 'Long', '1978-01-02'),
('Jennifer', 'Richardson', '1966-09-21'),
('Daniel', 'Hartman', '2005-06-30'),
('Christina', 'Foster', '1953-02-23'),
('Katherine', 'Smith', '1932-12-12'),
('Victoria', 'Stevens', '1961-11-13'),
('Tracy', 'Hubbard', '1974-02-14'),
('Alexandra', 'Gonzalez', '1956-11-15'),
('Brittany', 'Howard', '1914-03-24'),
('Danielle', 'Duncan', '1993-10-13'),
('Alexis', 'Bentley', '1961-07-10'),
('Christopher', 'Sullivan', '1992-07-31'),
('Sandra', 'Williams', '1954-04-08'),
('Timothy', 'Roth', '1997-06-06'),
('Andrew', 'Torres', '1991-01-11'),
('Thomas', 'Ramsey', '1994-01-30'),
('James', 'Harper', '1968-05-05'),
('Michael', 'Scott', '1966-04-12'),
('Dean', 'Decker', '1909-03-21'),
('Molly', 'Bishop', '1956-11-01'),
('Cindy', 'Hamilton', '1938-11-08'),
('Anthony', 'Simon', '1934-03-07'),
('Kevin', 'Mendez', '1939-12-09'),
('Jeffery', 'Adams', '1938-08-04'),
('Angela', 'Mitchell', '1950-02-15'),
('Micheal', 'Rosario', '1956-05-17'),
('Alicia', 'Hill', '1974-03-09'),
('Charles', 'Mercado', '1911-02-13'),
('William', 'Taylor', '1917-02-28'),
('Katherine', 'Crawford', '1967-03-14'),
('Robert', 'Davidson', '1913-08-16'),
('Richard', 'Hood', '1999-02-09'),
('Nathan', 'Bell', '1935-10-10'),
('Mary', 'Myers', '1947-06-16'),
('Jared', 'Mccann', '1927-01-14'),
('Rodney', 'Oliver', '1938-07-26'),
('Thomas', 'Griffin', '1974-08-26'),
('Sara', 'Rodriguez', '1982-12-30'),
('Erik', 'Johnson', '1919-08-17'),
('Erika', 'White', '1925-02-25'),
('Marcus', 'Owens', '1968-12-11'),
('Rhonda', 'Thompson', '1921-04-25'),
('Belinda', 'Jacobs', '1999-05-14'),
('Adam', 'Arroyo', '1930-02-19'),
('Megan', 'Pitts', '1929-06-26'),
('Amanda', 'Gutierrez', '1939-05-27'),
('Robert', 'Harrison', '1955-02-28'),
('Carol', 'Salazar', '1969-07-30'),
('Manuel', 'Singh', '1953-05-05'),
('Carl', 'Valentine', '1978-12-01'),
('David', 'Ellis', '1927-04-22'),
('Tristan', 'Edwards', '1925-04-19'),
('Jonathan', 'Andrews', '1968-05-25'),
('Emily', 'Hardy', '1936-05-30'),
('Matthew', 'Smith', '1966-11-30'),
('Stephen', 'Parker', '1949-12-29'),
('Sandy', 'Silva', '1911-05-25'),
('Matthew', 'Proctor', '1974-06-11'),
('Nicholas', 'Salazar', '1982-09-27'),
('Rachel', 'Marshall', '1986-05-18'),
('Kathryn', 'Wolf', '1943-10-17'),
('Mike', 'Kelly', '1969-12-19'),
('Kathy', 'Jordan', '1914-06-16'),
('Brittany', 'Mooney', '1996-01-08'),
('Kristina', 'Williams', '1942-10-24'),
('Kevin', 'Taylor', '1945-06-11'),
('Eric', 'Dawson', '2002-03-23'),
('Melissa', 'Buck', '1925-12-29'),
('Rachel', 'Moore', '1967-09-21'),
('Stacey', 'Brown', '1958-10-29'),
('Emily', 'Richardson', '1917-07-28'),
('Samantha', 'Herrera', '1978-01-17'),
('Curtis', 'Rodgers', '1931-12-04'),
('Cheryl', 'Adams', '1972-03-16'),
('Noah', 'Henderson', '1994-04-21'),
('Andrew', 'Morales', '1929-07-05'),
('Bradley', 'Romero', '1933-03-01'),
('Douglas', 'Hutchinson', '1986-02-01'),
('James', 'Newman', '1916-07-28'),
('Carlos', 'Wallace', '1945-06-20'),
('Andre', 'Carlson', '1931-04-08'),
('Sheila', 'Schmidt', '1963-11-07'),
('Debra', 'Taylor', '1908-08-24'),
('Crystal', 'Turner', '1965-01-28'),
('Felicia', 'Horn', '1939-11-01'),
('Richard', 'Martin', '1970-01-06'),
('Timothy', 'Thornton', '1916-04-23'),
('Daniel', 'Petty', '1917-08-06'),
('Elizabeth', 'Savage', '1989-02-19'),
('Kyle', 'Higgins', '1912-06-11'),
('Samantha', 'Hebert', '1996-10-27'),
('Samuel', 'Robinson', '2001-02-02'),
('Sean', 'Garcia', '1978-10-02'),
('Angela', 'Ramirez', '1933-01-13'),
('Daniel', 'Hernandez', '1917-01-30'),
('Michael', 'Brown', '1987-04-02'),
('Jacqueline', 'Kemp', '1945-02-06'),
('Brianna', 'Neal', '1971-07-20'),
('Cynthia', 'Moreno', '1954-09-20'),
('Darren', 'Guzman', '1909-09-17'),
('Shawn', 'Wright', '1993-11-28'),
('Nancy', 'Stanley', '1964-07-15'),
('Edward', 'Petty', '1935-01-18'),
('Elizabeth', 'Price', '2005-04-29'),
('Carrie', 'Wang', '1990-09-09'),
('Jane', 'Graham', '1983-02-02'),
('Logan', 'Anthony', '1996-08-25'),
('Nicole', 'Moore', '1942-04-04'),
('Kelly', 'Hanson', '1937-11-30'),
('Bridget', 'Sherman', '2004-11-14'),
('Paul', 'Jones', '1925-08-10'),
('Kayla', 'Avila', '1948-06-28'),
('Stacy', 'Porter', '1928-07-18'),
('Elizabeth', 'Hamilton', '1910-06-15'),
('Manuel', 'Nelson', '1935-03-03'),
('Sarah', 'Sexton', '1919-09-19'),
('Kimberly', 'Krause', '2004-10-28'),
('Duane', 'Evans', '1928-12-04'),
('Martin', 'Fleming', '1918-02-20'),
('Stephanie', 'Stone', '1920-09-07'),
('Tyler', 'Watson', '1987-09-25'),
('Kelli', 'Martinez', '1988-12-14'),
('Samantha', 'Harris', '1930-01-08'),
('Bryan', 'Meyer', '1929-04-12'),
('Melissa', 'Burnett', '1909-10-23'),
('Kristi', 'Church', '1992-10-28'),
('Emily', 'Barnes', '1915-06-03'),
('Kerri', 'Fisher', '1932-10-16'),
('Matthew', 'King', '1933-09-17'),
('Eric', 'Tate', '1938-01-07'),
('Joseph', 'Foster', '1919-09-14'),
('Julie', 'Warren', '1933-10-02'),
('Rebecca', 'Gutierrez', '1922-07-30'),
('Richard', 'Hoffman', '1930-07-07'),
('Benjamin', 'Anderson', '1924-09-13'),
('Dawn', 'Adams', '1948-07-06'),
('Gregory', 'Davidson', '1914-12-27'),
('Joanne', 'Sheppard', '1995-03-18'),
('Thomas', 'Malone', '1920-06-12'),
('Beth', 'Jordan', '1968-09-11'),
('Meghan', 'Blair', '1916-11-07'),
('Amber', 'Henderson', '1928-06-27'),
('Derrick', 'Scott', '1910-12-06'),
('David', 'Lee', '1960-05-08'),
('Michelle', 'Baird', '1976-11-06'),
('Jaclyn', 'Roy', '1972-06-30'),
('Kristin', 'Estrada', '1922-03-16'),
('Amanda', 'Ortega', '1915-01-09'),
('Emily', 'Richard', '1954-04-06'),
('Erica', 'Dominguez', '1975-03-24'),
('Aaron', 'Cobb', '1941-03-20'),
('Ryan', 'Serrano', '1978-07-23'),
('Richard', 'Middleton', '1978-09-28'),
('Richard', 'Parker', '1940-01-22'),
('Diana', 'Miller', '1915-05-16'),
('Brandon', 'Wood', '1988-10-06'),
('Christopher', 'Olsen', '1973-11-15'),
('Stephanie', 'Johnson', '1999-10-28'),
('Victor', 'Schwartz', '1978-03-23'),
('Rachel', 'Contreras', '1913-02-14'),
('Heather', 'Oconnor', '1944-10-27'),
('Sylvia', 'Ramsey', '1928-07-14'),
('Ronald', 'Briggs', '1935-03-21'),
('Kelly', 'Holt', '1914-04-12'),
('Jessica', 'Church', '1989-12-07'),
('Elizabeth', 'Thompson', '1932-05-29'),
('Shawn', 'Gilbert', '1921-05-25'),
('Barbara', 'Brown', '1924-05-09'),
('Jennifer', 'Murphy', '1932-02-27'),
('Linda', 'Lamb', '1980-08-22'),
('Brandon', 'Mitchell', '1924-11-10'),
('Michael', 'Walker', '1945-05-30'),
('David', 'Garcia', '1956-10-31'),
('Robert', 'Parker', '1955-02-15'),
('Crystal', 'Mack', '1971-02-04'),
('Laura', 'Jordan', '1990-11-04'),
('Ashley', 'Ponce', '1963-02-21'),
('Amy', 'Walls', '1924-08-20'),
('Blake', 'Miller', '1938-02-06'),
('Sean', 'Spears', '1935-03-14'),
('Heather', 'Vargas', '1937-06-12'),
('Jeffrey', 'Mcguire', '1997-09-22'),
('Regina', 'Powell', '1985-12-17'),
('Matthew', 'Benson', '1923-10-13'),
('Katherine', 'Walker', '1978-10-03'),
('Richard', 'Hutchinson', '1926-04-30'),
('Calvin', 'Adams', '1939-09-24'),
('Cody', 'Ramirez', '1992-05-16'),
('Connie', 'Best', '1911-08-21'),
('Allison', 'Henderson', '1957-06-04'),
('Walter', 'Smith', '1922-02-11'),
('Steven', 'Huang', '1989-10-02'),
('William', 'Waters', '1918-09-17'),
('Sarah', 'Fisher', '1911-10-07'),
('Amanda', 'Silva', '1978-02-08'),
('Ashlee', 'Kennedy', '1943-04-23'),
('Richard', 'Long', '1931-08-10'),
('Kristen', 'Strickland', '1968-01-21'),
('Kelly', 'Stokes', '1919-04-19'),
('Daniel', 'Frank', '2003-08-22'),
('Brianna', 'Mitchell', '1909-07-20'),
('Andrew', 'Wright', '1953-08-12'),
('Chad', 'Williams', '1979-07-13'),
('Danielle', 'Zuniga', '1976-05-05'),
('Lisa', 'Chang', '1916-05-11'),
('Douglas', 'Nelson', '1946-11-17'),
('Maurice', 'Black', '1972-10-06'),
('Erica', 'Clark', '1944-12-12'),
('Christopher', 'Christian', '1917-02-20'),
('Teresa', 'Brown', '1929-11-09'),
('Robert', 'Maldonado', '1977-10-18'),
('Lori', 'Martinez', '1999-02-20'),
('Katie', 'Nash', '1977-01-07'),
('Shane', 'Mcintyre', '1942-05-01'),
('Courtney', 'Archer', '1974-09-09'),
('Steven', 'Alexander', '1998-03-13'),
('David', 'Barnett', '1979-08-28'),
('Brian', 'Norman', '1986-05-23'),
('Amanda', 'Wilkinson', '1939-08-02'),
('Ryan', 'Garcia', '1915-06-20'),
('David', 'Oconnor', '1929-05-20'),
('Matthew', 'Clark', '1959-05-03'),
('Christy', 'Edwards', '1943-01-09'),
('Aaron', 'Williams', '1941-08-18'),
('Suzanne', 'Bell', '1929-05-09'),
('Andrew', 'Haley', '1927-12-05'),
('Kristen', 'Henson', '1952-11-12'),
('Matthew', 'Mitchell', '1991-12-12'),
('Joseph', 'Davis', '1908-08-01'),
('Howard', 'Cummings', '1986-12-20'),
('Michelle', 'Hayes', '1970-11-26'),
('Lindsey', 'Shannon', '1953-10-06'),
('Nancy', 'Meyer', '2005-02-02'),
('John', 'Harrison', '1995-11-30'),
('Jessica', 'Hudson', '1993-12-23'),
('Jacob', 'Higgins', '1913-08-24'),
('Renee', 'Turner', '1988-11-04'),
('Justin', 'Silva', '1999-04-09'),
('Madison', 'Taylor', '1917-03-23'),
('Katherine', 'Graham', '1910-06-28'),
('Joshua', 'Rodgers', '1932-05-31'),
('Sarah', 'Lopez', '1935-12-30'),
('Matthew', 'Johnson', '1961-08-21'),
('Deborah', 'Gutierrez', '1929-02-05'),
('Karen', 'Moore', '1969-11-24'),
('Nicholas', 'Brooks', '1928-07-07'),
('Kristine', 'Walter', '1962-02-15'),
('Monica', 'Garcia', '1976-07-03'),
('Julie', 'Garcia', '1950-12-24'),
('Elizabeth', 'Rhodes', '1941-03-25'),
('James', 'Hernandez', '1960-07-24'),
('Benjamin', 'Grant', '1909-08-16'),
('Kristin', 'Allison', '2005-03-24'),
('Maxwell', 'Arroyo', '1960-01-21'),
('Philip', 'Phillips', '2003-12-07'),
('Ashley', 'Bell', '2002-12-04'),
('Robert', 'Castro', '1940-06-02'),
('Diane', 'Ford', '2004-02-02'),
('Jared', 'Guerrero', '1962-09-02'),
('Eugene', 'Norris', '1942-08-03'),
('Micheal', 'Moran', '1922-04-09'),
('Kathy', 'Johnson', '1929-10-16'),
('William', 'Thomas', '1948-03-20'),
('Adrienne', 'Fernandez', '1984-08-24'),
('Matthew', 'Wall', '1976-07-22'),
('Natalie', 'Wilkinson', '1996-01-20'),
('Marcus', 'Perry', '1986-05-26'),
('Shelia', 'Montgomery', '1918-06-11'),
('Alex', 'Brown', '1934-11-09'),
